#=====================================================
# iance$|noun|iant$|adj|2013|ORG_RULE|CHILD
# Total count: 34
#=====================================================
phonologization|noun|E0538984|phonologize|verb|E0538983|yes
re-catheterization|noun|E0312320|re-catheterize|verb|E0218314|yes
preimmunization|noun|E0312230|preimmunize|verb|E0312229|yes
de-epithelialization|noun|E0425567|de-epithelialize|verb|E0333517|yes
photo-polymerization|noun|E0312155|photo-polymerize|verb|E0312154|yes
microcomputerization|noun|E0416090|microcomputerize|verb|E0416089|yes
vulgarization|noun|E0064942|vulgarize|verb|E0064943|yes
dynamization|noun|E0024174|dynamize|verb|E0024175|yes
chemosterilization|noun|E0538550|chemosterilize|verb|E0538549|yes
homologization|noun|E0588457|homologize|verb|E0229296|yes
italicization|noun|E0585896|italicize|verb|E0036103|yes
immortalization|noun|E0033531|immortalize|verb|E0033532|yes
tenderization|noun|E0562934|tenderize|verb|E0538741|yes
recategorization|noun|E0338527|recategorize|verb|E0338526|yes
skeletization|noun|E0535090|skeletize|verb|E0535091|yes
phagocytization|noun|E0588385|phagocytize|verb|E0047089|yes
pre-crystallization|noun|E0622091|pre-crystallize|verb|E0622092|yes
fibrovascularization|noun|E0568478|fibrovascularize|verb|E0732642|yes
catechization|noun|E0360047|catechize|verb|E0360046|yes
mercurialization|noun|E0039596|mercurialize|verb|E0039597|yes
monetization|noun|E0563016|monetize|verb|E0232058|yes
sulphurization|noun|E0058924|sulphurize|verb|E0058925|yes
vascularization|noun|E0064066|vascularize|verb|E0064067|yes
psychologization|noun|E0231972|psychologize|verb|E0231971|yes
nesslerization|noun|E0042307|nesslerize|verb|E0042308|yes
ruggedization|noun|E0539526|ruggedize|verb|E0539525|yes
sanitization|noun|E0054319|sanitize|verb|E0054320|yes
effeminization|noun|E0540188|effeminize|verb|E0540187|yes
idealization|noun|E0033261|idealize|verb|E0033262|yes
re-sensitization|noun|E0338484|re-sensitize|verb|E0338485|yes
dehematization|noun|E0431013|dehematize|verb|E0021292|yes
internalization|noun|E0035142|internalize|verb|E0035143|yes
victimization|noun|E0064573|victimize|verb|E0064574|yes
isomerization|noun|E0218405|isomerize|verb|E0416031|yes
sovietization|noun|E0056842|sovietize|verb|E0056843|yes
mucosalization|noun|E0614565|mucosalize|verb|E0614564|yes
diverticularization|noun|E0535612|diverticularize|verb|E0535613|yes
missionization|noun|E0605507|missionize|verb|E0605508|yes
co-solubilization|noun|E0333389|co-solubilize|verb|E0333388|yes
hyperparasitization|noun|E0561681|hyperparasitize|verb|E0561680|yes
formalinization|noun|E0415952|formalinize|verb|E0415951|yes
mislocalization|noun|E0334788|mislocalize|verb|E0334787|yes
de-epicardialization|noun|E0022231|de-epicardialize|verb|E0022232|yes
robotization|noun|E0232057|robotize|verb|E0232056|yes
re-medicalization|noun|E0606551|re-medicalize|verb|E0606550|yes
euthanization|noun|E0232099|euthanize|verb|E0319644|yes
revascularization|noun|E0053313|revascularize|verb|E0312519|yes
photo-ionization|noun|E0047581|photo-ionize|verb|E0500353|yes
self-organization|noun|E0530048|self-organize|verb|E0530047|yes
demagnetization|noun|E0021445|demagnetize|verb|E0021446|yes
factionalization|noun|E0538691|factionalize|verb|E0538690|yes
cosmopolitanization|noun|E0585527|cosmopolitanize|verb|E0585526|yes
synthesization|noun|E0585738|synthesize|verb|E0059657|yes
opsonization|noun|E0044016|opsonize|verb|E0044017|yes
postoptimization|noun|E0622379|postoptimize|verb|E0622380|yes
delipidization|noun|E0568537|delipidize|verb|E0568536|yes
Germanization|noun|E0540230|Germanize|verb|E0540229|yes
organization|noun|E0044162|organize|verb|E0044165|yes
reepithelialization|noun|E0417672|reepithelialize|verb|E0338547|yes
defunctionalization|noun|E0318223|defunctionalize|verb|E0333528|yes
prefamiliarization|noun|E0622033|prefamiliarize|verb|E0622034|yes
repolarization|noun|E0312483|repolarize|verb|E0312482|yes
spiralization|noun|E0312583|spiralize|verb|E0312582|yes
desymmetrization|noun|E0613743|desymmetrize|verb|E0613742|yes
infantilization|noun|E0538203|infantilize|verb|E0538202|yes
hypersynchronization|noun|E0330423|hypersynchronize|verb|E0731026|yes
informalization|noun|E0585579|informalize|verb|E0585580|yes
arborization|noun|E0417575|arborize|verb|E0417576|yes
parochialization|noun|E0540300|parochialize|verb|E0540299|yes
relysogenization|noun|E0570137|relysogenize|verb|E0570136|yes
recellularization|noun|E0605451|recellularize|verb|E0605453|yes
homogenization|noun|E0031908|homogenize|verb|E0031909|yes
self-actualization|noun|E0227999|self-actualize|verb|E0227998|yes
re-hybridization|noun|E0572303|re-hybridize|verb|E0605258|yes
itemization|noun|E0563115|itemize|verb|E0036112|yes
thermalization|noun|E0563101|thermalize|verb|E0332174|yes
fluoridization|noun|E0028284|fluoridize|verb|E0028285|yes
hospitalization|noun|E0032054|hospitalize|verb|E0032055|yes
medialization|noun|E0336925|medialize|verb|E0336926|yes
presensitization|noun|E0312249|presensitize|verb|E0312248|yes
tyrannization|noun|E0585879|tyrannize|verb|E0062774|yes
bicompartmentalization|noun|E0318294|bicompartmentalize|verb|E0318295|yes
autoimmunization|noun|E0417895|autoimmunize|verb|E0417896|yes
decolorization|noun|E0021066|decolorize|verb|E0021067|yes
rehumanization|noun|E0363222|rehumanize|verb|E0363223|yes
dehumanization|noun|E0021297|dehumanize|verb|E0021298|yes
retraditionalization|noun|E0540283|retraditionalize|verb|E0540282|yes
radio-sensitization|noun|E0417584|radio-sensitize|verb|E0218426|yes
re-arterialization|noun|E0338568|re-arterialize|verb|E0338567|yes
intellectualization|noun|E0034936|intellectualize|verb|E0034937|yes
climatization|noun|E0514125|climatize|verb|E0514126|yes
idolization|noun|E0033331|idolize|verb|E0033332|yes
satirization|noun|E0054394|satirize|verb|E0054395|yes
insulinization|noun|E0514129|insulinize|verb|E0514130|yes
ultrapasteurization|noun|E0620365|ultrapasteurize|verb|E0735601|yes
vulcanization|noun|E0064936|vulcanize|verb|E0064937|yes
subcompartmentalization|noun|E0332061|subcompartmentalize|verb|E0332062|yes
bipolarization|noun|E0585570|bipolarize|verb|E0585569|yes
homooligomerization|noun|E0565243|homooligomerize|verb|E0565242|yes
galvanization|noun|E0029215|galvanize|verb|E0029216|yes
sham-immunization|noun|E0568323|sham-immunize|verb|E0568322|yes
palletization|noun|E0563165|palletize|verb|E0538862|yes
pronominalization|noun|E0540922|pronominalize|verb|E0540923|yes
memorialization|noun|E0564493|memorialize|verb|E0039465|yes
racialization|noun|E0232037|racialize|verb|E0232036|yes
pre-solubilization|noun|E0619037|pre-solubilize|verb|E0619038|yes
bromization|noun|E0014130|bromize|verb|E0014131|yes
adenization|noun|E0007283|adenize|verb|E0007284|yes
sublocalization|noun|E0338160|sublocalize|verb|E0338159|yes
symmetrization|noun|E0232011|symmetrize|verb|E0232010|yes
re-traditionalization|noun|E0540283|re-traditionalize|verb|E0540282|yes
preembolization|noun|E0737126|preembolize|verb|E0737127|yes
pre-hospitalization|noun|E0574232|pre-hospitalize|verb|E0574234|yes
reneutralization|noun|E0606571|reneutralize|verb|E0606572|yes
pseudo-randomization|noun|E0551661|pseudo-randomize|verb|E0551660|yes
reperitonealization|noun|E0338496|reperitonealize|verb|E0338497|yes
overcentralization|noun|E0222655|overcentralize|verb|E0222656|yes
commoditization|noun|E0538915|commoditize|verb|E0538914|yes
solarization|noun|E0563162|solarize|verb|E0563163|yes
paternalization|noun|E0588468|paternalize|verb|E0589264|yes
geometrization|noun|E0553803|geometrize|verb|E0553804|yes
monopolization|noun|E0040880|monopolize|verb|E0040881|yes
cross-desensitization|noun|E0727328|cross-desensitize|verb|E0727329|yes
thrombotization|noun|E0577647|thrombotize|verb|E0577646|yes
subspecialization|noun|E0312604|subspecialize|verb|E0312603|yes
cyclization|noun|E0020300|cyclize|verb|E0333446|yes
hydrogenization|noun|E0585620|hydrogenize|verb|E0032399|yes
recentralization|noun|E0363042|recentralize|verb|E0363043|yes
equalization|noun|E0025922|equalize|verb|E0025923|yes
eroticization|noun|E0026015|eroticize|verb|E0026016|yes
professionalization|noun|E0050195|professionalize|verb|E0050196|yes
dorsalization|noun|E0318231|dorsalize|verb|E0318232|yes
monosensitization|noun|E0568326|monosensitize|verb|E0568325|yes
criminalization|noun|E0019752|criminalize|verb|E0019753|yes
underutilization|noun|E0312770|underutilize|verb|E0312769|yes
familiarization|noun|E0027280|familiarize|verb|E0027281|yes
saucerization|noun|E0068166|saucerize|verb|E0068167|yes
prepasteurization|noun|E0615711|prepasteurize|verb|E0615712|yes
aerosolization|noun|E0007634|aerosolize|verb|E0007635|yes
pre-polymerization|noun|E0609977|pre-polymerize|verb|E0609978|yes
pretrypsinization|noun|E0613380|pretrypsinize|verb|E0613381|yes
concatemerization|noun|E0512646|concatemerize|verb|E0512647|yes
sensibilization|noun|E0055220|sensibilize|verb|E0312539|yes
re-cauterization|noun|E0694235|re-cauterize|verb|E0694234|yes
deindustrialization|noun|E0540688|deindustrialize|verb|E0540689|yes
moisturization|noun|E0232104|moisturize|verb|E0416124|yes
demoralization|noun|E0021523|demoralize|verb|E0021524|yes
subrandomization|noun|E0620581|subrandomize|verb|E0725743|yes
devascularization|noun|E0066845|devascularize|verb|E0066846|yes
gelatinization|noun|E0029489|gelatinize|verb|E0029490|yes
predimerization|noun|E0619324|predimerize|verb|E0724798|yes
anesthetization|noun|E0008771|anesthetize|verb|E0008772|yes
marbelization|noun|E0038884|marbelize|verb|E0038885|yes
municipalization|noun|E0572615|municipalize|verb|E0572616|yes
over-utilization|noun|E0222803|over-utilize|verb|E0222804|yes
re-prioritization|noun|E0604769|re-prioritize|verb|E0604767|yes
demobilization|noun|E0021491|demobilize|verb|E0021492|yes
multicolonization|noun|E0615543|multicolonize|verb|E0726150|yes
depolarization|noun|E0218396|depolarize|verb|E0021834|yes
reauthorization|noun|E0363005|reauthorize|verb|E0363006|yes
postpolymerization|noun|E0612938|postpolymerize|verb|E0614136|yes
mutualization|noun|E0585643|mutualize|verb|E0585644|yes
embolization|noun|E0024898|embolize|verb|E0024901|yes
nasalization|noun|E0041907|nasalize|verb|E0041908|yes
vacuumization|noun|E0585880|vacuumize|verb|E0585881|yes
dentalization|noun|E0585409|dentalize|verb|E0585408|yes
materialization|noun|E0039066|materialize|verb|E0039067|yes
insularization|noun|E0585768|insularize|verb|E0585767|yes
bowdlerization|noun|E0585630|bowdlerize|verb|E0013858|yes
crossdesensitization|noun|E0727328|crossdesensitize|verb|E0727329|yes
cocrystallization|noun|E0333298|cocrystallize|verb|E0333297|yes
coimmunization|noun|E0511192|coimmunize|verb|E0511193|yes
faradization|noun|E0027317|faradize|verb|E0027318|yes
deaminization|noun|E0540883|deaminize|verb|E0540880|yes
depancreatization|noun|E0585646|depancreatize|verb|E0021799|yes
electrocauterization|noun|E0204006|electrocauterize|verb|E0204007|yes
verbalization|noun|E0417861|verbalize|verb|E0064333|yes
compartmentization|noun|E0540143|compartmentize|verb|E0540140|yes
extraimmunization|noun|E0238529|extraimmunize|verb|E0238530|yes
spheroidization|noun|E0539522|spheroidize|verb|E0539521|yes
re-internalization|noun|E0338466|re-internalize|verb|E0338467|yes
nitrogenization|noun|E0042694|nitrogenize|verb|E0042695|yes
preauthorization|noun|E0536356|preauthorize|verb|E0536357|yes
dearterialization|noun|E0020917|dearterialize|verb|E0538636|yes
desacralization|noun|E0540318|desacralize|verb|E0540317|yes
lateralization|noun|E0071211|lateralize|verb|E0218273|yes
customization|noun|E0318140|customize|verb|E0071777|yes
decimalization|noun|E0537823|decimalize|verb|E0537824|yes
cross immunization|noun|E0588625|cross immunize|verb|E0588626|yes
hepatization|noun|E0220018|hepatize|verb|E0232062|yes
hierarchization|noun|E0538651|hierarchize|verb|E0538649|yes
self-realization|noun|E0439941|self-realize|verb|E0735559|yes
cannulization|noun|E0014964|cannulize|verb|E0014965|yes
detribalization|noun|E0573502|detribalize|verb|E0573500|yes
radiolocalization|noun|E0318326|radiolocalize|verb|E0417914|yes
dichotomization|noun|E0022478|dichotomize|verb|E0022479|yes
vandalization|noun|E0585720|vandalize|verb|E0063980|yes
socialization|noun|E0056512|socialize|verb|E0056513|yes
repolonization|noun|E0588357|repolonize|verb|E0588358|yes
valorization|noun|E0227679|valorize|verb|E0227678|yes
civilianization|noun|E0588390|civilianize|verb|E0588391|yes
balkanization|noun|E0562961|balkanize|verb|E0562963|yes
anastomization|noun|E0568784|anastomize|verb|E0568783|yes
instrumentalization|noun|E0538575|instrumentalize|verb|E0538574|yes
postmodernization|noun|E0619511|postmodernize|verb|E0619512|yes
containerization|noun|E0540082|containerize|verb|E0540081|yes
hetero-oligomerization|noun|E0565216|hetero-oligomerize|verb|E0565217|yes
fistulization|noun|E0028017|fistulize|verb|E0334141|yes
concretization|noun|E0235795|concretize|verb|E0235794|yes
bacterization|noun|E0540104|bacterize|verb|E0540103|yes
topicalization|noun|E0729217|topicalize|verb|E0729216|yes
delegitimization|noun|E0231981|delegitimize|verb|E0231980|yes
totalization|noun|E0540074|totalize|verb|E0540073|yes
co-immunization|noun|E0511192|co-immunize|verb|E0511193|yes
initialization|noun|E0416012|initialize|verb|E0416011|yes
deamidization|noun|E0020906|deamidize|verb|E0020907|yes
motorization|noun|E0318322|motorize|verb|E0041098|yes
sub-functionalization|noun|E0610865|sub-functionalize|verb|E0610866|yes
categorization|noun|E0015586|categorize|verb|E0015587|yes
desamidization|noun|E0356039|desamidize|verb|E0356038|yes
allegorization|noun|E0539016|allegorize|verb|E0539015|yes
optimalization|noun|E0235792|optimalize|verb|E0235791|yes
avianization|noun|E0011419|avianize|verb|E0011420|yes
dealcoholization|noun|E0020896|dealcoholize|verb|E0020897|yes
colonialization|noun|E0572592|colonialize|verb|E0572593|yes
predesensitization|noun|E0614749|predesensitize|verb|E0614748|yes
reactualization|noun|E0231986|reactualize|verb|E0231985|yes
secularization|noun|E0054975|secularize|verb|E0054976|yes
Americanization|noun|E0318252|Americanize|verb|E0318253|yes
coimmobilization|noun|E0333307|coimmobilize|verb|E0333306|yes
disorganization|noun|E0023381|disorganize|verb|E0023382|yes
sacralization|noun|E0054068|sacralize|verb|E0227033|yes
problematization|noun|E0351950|problematize|verb|E0351951|yes
dehydrogenization|noun|E0585851|dehydrogenize|verb|E0021319|yes
ritualization|noun|E0312524|ritualize|verb|E0312523|yes
podsolization|noun|E0538877|podsolize|verb|E0538876|yes
globalization|noun|E0428464|globalize|verb|E0428465|yes
hydridization|noun|E0569204|hydridize|verb|E0569203|yes
digitization|noun|E0218591|digitize|verb|E0022728|yes
respiritualization|noun|E0363407|respiritualize|verb|E0363406|yes
self catheterization|noun|E0725767|self catheterize|verb|E0725768|yes
silverization|noun|E0540202|silverize|verb|E0540199|yes
formalization|noun|E0417850|formalize|verb|E0028586|yes
hepatectomization|noun|E0031295|hepatectomize|verb|E0031296|yes
etherization|noun|E0026252|etherize|verb|E0026253|yes
keratinization|noun|E0036431|keratinize|verb|E0036432|yes
epithelization|noun|E0330026|epithelize|verb|E0330025|yes
patronization|noun|E0563098|patronize|verb|E0046012|yes
reutilization|noun|E0312516|reutilize|verb|E0312515|yes
temporalization|noun|E0585960|temporalize|verb|E0359320|yes
carbonization|noun|E0015169|carbonize|verb|E0015170|yes
tubularization|noun|E0331782|tubularize|verb|E0331784|yes
heparinization|noun|E0031292|heparinize|verb|E0031293|yes
impermeabilization|noun|E0226918|impermeabilize|verb|E0226917|yes
cross-hybridization|noun|E0235799|cross-hybridize|verb|E0235798|yes
proximalization|noun|E0235786|proximalize|verb|E0235785|yes
electrovaporization|noun|E0233588|electrovaporize|verb|E0233589|yes
thermosensitization|noun|E0315117|thermosensitize|verb|E0312632|yes
sub-neutralization|noun|E0726868|sub-neutralize|verb|E0726867|yes
lichenization|noun|E0037464|lichenize|verb|E0570397|yes
realization|noun|E0052110|realize|verb|E0052111|yes
temporization|noun|E0318187|temporize|verb|E0060164|yes
Hellenization|noun|E0540231|Hellenize|verb|E0540225|yes
suberization|noun|E0232051|suberize|verb|E0232050|yes
fictionalization|noun|E0415933|fictionalize|verb|E0415932|yes
cocolonization|noun|E0333165|cocolonize|verb|E0333166|yes
dehepatization|noun|E0540320|dehepatize|verb|E0540319|yes
decidualization|noun|E0417689|decidualize|verb|E0417690|yes
peroxidization|noun|E0232108|peroxidize|verb|E0046896|yes
destablization|noun|E0425882|destablize|verb|E0425883|yes
electropolymerization|noun|E0568531|electropolymerize|verb|E0568530|yes
devocalization|noun|E0538547|devocalize|verb|E0538546|yes
liberalization|noun|E0037439|liberalize|verb|E0037440|yes
enolization|noun|E0318072|enolize|verb|E0231449|yes
serialization|noun|E0055340|serialize|verb|E0055341|yes
editorialization|noun|E0415898|editorialize|verb|E0415897|yes
aldolization|noun|E0540323|aldolize|verb|E0540322|yes
particularization|noun|E0045833|particularize|verb|E0045834|yes
sensitization|noun|E0055228|sensitize|verb|E0055229|yes
resocialization|noun|E0318115|resocialize|verb|E0318116|yes
cancerization|noun|E0424187|cancerize|verb|E0424188|yes
hellenization|noun|E0540231|hellenize|verb|E0540225|yes
energization|noun|E0025376|energize|verb|E0025377|yes
canalization|noun|E0014884|canalize|verb|E0014885|yes
acclimatization|noun|E0006731|acclimatize|verb|E0006732|yes
parametrization|noun|E0318110|parametrize|verb|E0318111|yes
colocalization|noun|E0417577|colocalize|verb|E0219638|yes
cross fertilization|noun|E0019856|cross fertilize|verb|E0019857|yes
allosensitization|noun|E0318063|allosensitize|verb|E0579339|yes
rerandomization|noun|E0574244|rerandomize|verb|E0574243|yes
mobilization|noun|E0040631|mobilize|verb|E0040632|yes
